Sheher,Marka,Model,Buraxilish ili,Ban novu,Reng,Muherrikin hecmi,Muherrikin gucu,Yanacaq novu,Yurush,Suretler qutusu,Oturucu,Yeni,Qiymet,Extra Info,Seller comment
Naftalan,Mercedes,C 220,2001,Universal,Gümüşü,2.2 L,143 a.g.,Dizel,355 500 km,Mexaniki,Arxa,Xeyr,13000 AZN,"Yüngül lehimli disklər,ABS,Yan pərdələr","Maşın yaxşı vəziyyətdədir.Karopka,most,əla vəziyyətdədir.Maşının təmiz içi yığılıb.Birdəki özünün spidometrinin lentası xarab olduğu üçün başqasıyla əvəz olunub ona görədə km artıqdır.İkinci maşın olduğu üçün satıram.Çox ekonom maşındır.İlidə təmiz 2001-ci ildir........."
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon","Mawin BAKIDADI. Tecili satilir yaxwi veziyetdedir mator karopka most ela veziyetdedir . Tek prablemi 
 vozduxamer iwlemir oda  ya pulundan cixaram yada alib qoyaram. bawqa prabelmi yoxdu otur sur mawindi real aliciya endirim olacaq. "
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner",Vurugu udari deyisen detali curuyu qetiyyen yoxdur.Kuza idealdi. Sadece sekilde gorsenen yerlere kosmetik olarag renglenmeye ehtiyac var.mator karopka kondisioner pec sidenya qizdiranlar ela isleyir.Peredokda hec bir xerc yoxdur.coooxxx qenaetcil masindi.
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner"
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası","Yeni gelib, Azerbaycanda surulmeyib, qetiyyen problemi yoxdu harda isteseniz yoxlatdira bilersiz,original probeq, chox ekanom masindi, qiymetde razilashmaq olar."
Bakı,Mercedes,C 180,1997,Universal,Gümüşü,1.8 L,122 a.g.,Benzin,515 000 km,Avtomat,Arxa,Xeyr,9500 AZN,"ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr",masın normal veziyettdedi biraz xerci var oda puldan cixilacag.oz adimadi 
Xırdalan,Mercedes,C 240,2001,Sedan,Gümüşü,2.6 L,177 a.g.,Benzin,371 500 km,Avtomat,Arxa,Xeyr,11900 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Dəri salon,Oturacaqların ventilyasiyası","Çox xahiş edirəm Təzə maşına aid  suallar verməyin .... Maşın səliqəli bez problem maşındı Təmiz mashin kuza tər təmiz 
Qiymət söhbəti telefonda etməyin ... 
gelersiz baxarsiz cüzi endirim olar 
Bütün rasxodnikler yenilənib ... Bez problem mashindi
Svecalar yeni dəyishib 
Hava filteri
Naklatkalar
Və s
"
Masallı,Mercedes,C 200,1994,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,390 000 km,Avtomat,Arxa,Xeyr,8550 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Dəri salon"
Bakı,Mercedes,C 220,1995,Sedan,Yaşıl,2.2 L,146 a.g.,Benzin,223 000 km,Avtomat,Arxa,Xeyr,8400 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Dəri salon,Ksenon lampalar"
Bakı,Mercedes,C 320,2001,Sedan,Gümüşü,3.2 L,224 a.g.,Benzin,327 220 km,Avtomat,Arxa,Xeyr,10800 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon",Mawin yaxwi veziyyetdedi hec bir xerci yoxdu Oz adim adi polnu fulldu.real Alicia endirim olacaq. Pula ehtiyacim olduqundan satiram.
Bakı,Mercedes,C 240,1999,Universal,Gümüşü,2.4 L,170 a.g.,Benzin,430 203 km,Avtomat,Arxa,Xeyr,10600 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası",Maşın İdeal Vəziyyət'dədir.Heç ßir Problemi və ya Udar'ı Yoxdur.Real Alıcılar Müraciət Edə ßilər.
Bakı,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,459 000 km,Avtomat,Arxa,Xeyr,11000 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Yaxwi veziyyetdedi hec bir problemi yoxdu
Bakı,Mercedes,C 230,1998,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,320 000 km,Avtomat,Arxa,Xeyr,10900 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon,Yan pərdələr"
Bakı,Mercedes,C 200,2000,Universal,Göy,2.0 L,136 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,12500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon",maşin gelenden ozumdedir.bez kraska guzgulerin qatlanmasi.super veziyyet.peredok yeni yigilib.sport model.
Bakı,Mercedes,C 220,1994,Sedan,Ağ,2.2 L,146 a.g.,Benzin,320 000 km,Avtomat,Arxa,Xeyr,10500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Masin yaxwi veziyetdedir hec bir prablemi yoxdu qiymetde razlasmax olar ciddi sexsler narahat etsin.
Balakən,Mercedes,C 200,1998,Sedan,Qara,2.0 L,136 a.g.,Benzin,286 000 km,Avtomat,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Ksenon lampalar,Oturacaqların ventilyasiyası",Maşın əla vəziyyətdədir.Vuruğu yoxdur. Heç bir təmir işinə ehtiyacı yoxdur.
Bakı,Mercedes,C 220,1999,Universal,Gümüşü,2.2 L,140 a.g.,Dizel,354 000 km,Avtomat,Arxa,Xeyr,12000 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner",Qiymətdə razılaşmaq olar. Kondisionerində öroblem var. Maşın saz vəziyyətdədir. Yaxşı baxılmış maşındır
İmişli,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,405 442 km,Avtomat,Arxa,Xeyr,10500 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Yan pərdələr"
Şəmkir,Mercedes,C 200,1995,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,461 500 km,Avtomat,Arxa,Xeyr,8200 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Oturacaqların ventilyasiyası",Salam masında hecbir problem yoxdu kondisaner sidenik qızdırıcı mərkəzi qapanma həbir seyi işləyir cidi olanlar zeng vursun
Sabirabad,Mercedes,C 240,2002,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,178 000 km,Avtomat,Arxa,Xeyr,12000 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon",Maşın ikinci maşın kimi istifadə olunub. Çox yaxşı vəziyyətdədi. Xaiş olunur alverçilər qəti narahat etməsin.
Gəncə,Mercedes,C 180,1995,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,293 612 km,Mexaniki,Arxa,Xeyr,9200 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların ventilyasiyası"
Balakən,Mercedes,C 180,1997,Universal,Göy,1.8 L,122 a.g.,Benzin,235 000 km,Mexaniki,Arxa,Xeyr,8600 AZN,"ABS,Mərkəzi qapanma,Kondisioner",Mawin ela veziyetdedir udar .curuy pas yoxdur oz adimadir 4 ildir ozumdedir
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası","Yeni gelib, Azerbaycanda surulmeyib, qetiyyen problemi yoxdu harda isteseniz yoxlatdira bilersiz,original probeq, chox ekanom masindi, qiymetde razilashmaq olar."
Bakı,Mercedes,C 220,1997,Sedan,Gümüşü,2.2 L,136 a.g.,Dizel,530 000 km,Avtomat,Arxa,Xeyr,9800 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Yan pərdələr"
Tovuz,Mercedes,C 200,1999,Sedan,Göy,2.0 L,136 a.g.,Benzin,264 000 km,Avtomat,Arxa,Xeyr,12500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi",Mawin ela vezyetdedir-2 mator luku var konsanri isdir karobkada tiptironikdir  herbir üeyi iülek veziyyetdedir problemi yoxduş
Xırdalan,Mercedes,C 180,1994,Sedan,Göy,1.8 L,122 a.g.,Benzin,411 800 km,Avtomat,Arxa,Xeyr,7500 AZN,Kreditdədir,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Park radarı"
Göyçay,Mercedes,C 230,1999,Sedan,Qara,2.3 L,150 a.g.,Benzin,210 000 km,Avtomat,Arxa,Xeyr,12500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon",hec bir problemi yoxdu tecili satilir. xerc teleb etmir.. mawin full veziyyetdedir
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,224 000 km,Avtomat,Tam,Xeyr,10600 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası",Hec bir problemi yoxdur 
Bakı,Mercedes,C 240,2001,Sedan,Gümüşü,2.4 L,177 a.g.,Benzin,439 225 km,Avtomat,Arxa,Xeyr,12500 AZN,"Yüngül lehimli disklər,Lyuk,Yağış sensoru,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Arxa görüntü kamerası",Salam masin super vezyetdedi hec bir problem yoxdur
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN,Kreditdədir,Barter mümkündür
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Oturacaqların ventilyasiyası",Maşının  tam ideal vəziyyətdədir heç bir xərc tələb etmir.Maşın  ailə maşını kimi istifadə olunub.Qaraj şəraitində saxlanılıb.Maşının probeqi orginaldı.Real alıcılara maşına baxdıqdan sora cüzi endirim olacaq.
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner",Vurugu udari deyisen detali curuyu qetiyyen yoxdur.Kuza idealdi. Sadece sekilde gorsenen yerlere kosmetik olarag renglenmeye ehtiyac var.mator karopka kondisioner pec sidenya qizdiranlar ela isleyir.Peredokda hec bir xerc yoxdur.coooxxx qenaetcil masindi.
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner"
Bakı,Mercedes,C 180,1995,Sedan,Ağ,1.8 L,122 a.g.,Benzin,456 185 km,Avtomat,Arxa,Xeyr,10200 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 200,2002,Sedan,Göy,2.0 L,163 a.g.,Benzin,219 625 km,Avtomat,Arxa,Xeyr,11000 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Dəri salon","Tekerler yenidir, masinin xadavoyi yaxsidi"
Beyləqan,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,167 340 km,Avtomat,Arxa,Xeyr,12000 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner",Avtomobil ağsaqqal tərəfindən idarə olunub.Yaxşı vəziyyətdədir
Bakı,Mercedes,C 200,1999,Universal,Gümüşü,2.0 L,136 a.g.,Benzin,276 000 km,Avtomat,Arxa,Xeyr,12500 AZN,"Yüngül lehimli disklər,ABS,Kondisioner,Oturacaqların isidilməsi,Oturacaqların ventilyasiyası",Ela veziyetdedir hec bir problemi 2000 modeldir tekerlerine qeder tezedir.tiptronikdi.
Sumqayıt,Mercedes,C 220,1998,Sedan,Boz,2.2 L,146 a.g.,Dizel,299 304 km,Avtomat,Arxa,Xeyr,11300 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner"
Bakı,Mercedes,C 220,1999,Sedan,Gümüşü,2.2 L,143 a.g.,Dizel,532 000 km,Avtomat,Arxa,Xeyr,14300 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Park radarı,Kondisioner,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası",masin super veziyetdedir hec bir xerc teleb etmir istediyiviz yerde yoxlatdira bilersiz qiymetde ancaq masinin yaninda danisilacaq fikri ciddi olanlar zeng vursun
Bakı,Mercedes,C 180,1998,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,461 000 km,Avtomat,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner",qiymete gore narahat etmeyin. baxmaq isteyen zeng etsin. masin Resulzade qesebesindedir (pasyolka kirov) perekitka ceskalarla müqayisə etmeyin. temiz nemkadi.
Bakı,Mercedes,C 200,2005,Sedan,Ağ,2.2 L,136 a.g.,Dizel,285 000 km,Mexaniki,Arxa,Xeyr,16500 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner",Arac almanyadan 2014 te adima geldi cok temiz araba turkiyeye donecem icin satiyorum istediginiz servise gosterebilirsiniz  esigi cikarsa fiyattan duserim 
Bakı,Mercedes,C 230,2000,Sedan,Qara,2.3 L,150 a.g.,Benzin,145 000 km,Avtomat,Arxa,Xeyr,12000 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Oturacaqların ventilyasiyası",masin idel veziyetdedir
Bakı,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,256 000 km,Avtomat,Arxa,Xeyr,10900 AZN,"ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Ksenon lampalar",masin zavodskoydu. bez detal masindi. vurug udar sobeti yoxdu. elektron karobkadi. avto pilot. masinda ne var her sey islek vezyetdedi. bez problem masindi. kosmetikasi cicey kimidi. ciddi sexsler narahat elesin
Sumqayıt,Mercedes,C 250,2012,Sedan,Ağ,1.8 L,245 a.g.,Benzin,65 000 km,Avtomat,Arxa,Xeyr,18900 $,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 280,1994,Sedan,Gümüşü,2.8 L,193 a.g.,Benzin,254 888 km,Avtomat,Tam,Xeyr,4300 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Yan pərdələr,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 180,1997,Universal,Gümüşü,1.8 L,122 a.g.,Benzin,430 000 km,Mexaniki,Arxa,Xeyr,11000 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Karopka matorda problem yoxdu. Yag yemir. Kasmetika iwleri var. Elave xerc teleb etmir
Bakı,Mercedes,C 200,1996,Sedan,Göy,2.0 L,136 a.g.,Benzin,225 000 km,Avtomat,Arxa,Xeyr,9000 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Yan pərdələr",Mashin oz adimadi. Cox seliqeli mashindir. Eleva mashin oldugu ucun satiram. 
Bakı,Mercedes,C 240,2001,Sedan,Qara,2.6 L,170 a.g.,Benzin,320 000 km,Avtomat,Arxa,Xeyr,5900 $,Kreditdədir,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Dəri salon,Ksenon lampalar,Yan pərdələr"
Bakı,Mercedes,C 200,1994,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,265 237 km,Avtomat,Arxa,Xeyr,9250 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon",Saz vaziyyatdadir.Elava suallnlz olsa sang vurun.
Xaçmaz,Mercedes,C 230,1998,Sedan,Qara,2.3 L,150 a.g.,Benzin,270 000 km,Avtomat,Arxa,Xeyr,11100 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Dəri salon","Baxilan masindi.Oz adimdadir. KOMPRESORDU. Cekmeyine soz ola bilmez.  2.3 dur amma rahat 2.8 sade matorlu mersedesi otur. Muherrikde hec bir problemi yoxdur. Salonda seliqelidi. Yanacaq serfiyyati 9-10 lit .Tecili satilir
"
Bakı,Mercedes,C 240,2003,Sedan,Qara,2.6 L,280 a.g.,Benzin,195 000 km,Avtomat,Arxa,Xeyr,12900 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr",maşın problemsizdir.qaraj şeraitində saxlanılıb.sol  arxa qapı darvazaya sürtülüb.Bütün xərc tələb olunan işləri görülüb.Təzə təkərlər.Cüzi kosmetik xərcləri var.
Bakı,Mercedes,C 240,1997,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,258 000 km,Avtomat,Arxa,Xeyr,11400 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner",mawin yaxwi veziyyetdedi mator karopka most idealdi real alicilar zeng vursun
Qusar,Mercedes,C 240,1997,Sedan,Boz,2.4 L,170 a.g.,Benzin,289 000 km,Avtomat,Arxa,Xeyr,11000 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Oturacaqların ventilyasiyası",Yaxwi veziyyyetdedi lazer acardi iki dene var tekerler teze mator yag yemir yeniki normaldi 1997 esl MERSDI perkitka deyil
Bakı,Mercedes,C 220,1995,Sedan,Gümüşü,2.2 L,146 a.g.,Benzin,134 000 km,Avtomat,Arxa,Xeyr,9300 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Ksenon lampalar,Arxa görüntü kamerası,Oturacaqların ventilyasiyası",Maşının heç bir prablemi yoxdu sadəcə başqa mawin almag isdirem taksidə zadda islenmiyib az sürülmüş maşındı 2 günnən bir iş ev
Göyçay,Mercedes,C 250,2006,Sedan,Yaş Asfalt,2.5 L,204 a.g.,Benzin,287 000 km,Avtomat,Arxa,Xeyr,13700 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Dəri salon,Ksenon lampalar,Yan pərdələr,Oturacaqların ventilyasiyası"
Bakı,Mercedes,C 230,1999,Sedan,Ağ,2.3 L,150 a.g.,Benzin,208 000 km,Avtomat,Arxa,Xeyr,11500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Dəri salon,Ksenon lampalar,Yan pərdələr",Mawin normal veziyyetdedir.yagi yag filteri benzin filteri hava filteri ve bir cox ehtiyat hisselerini bir hefte qabag deyiwmiwem.xirda para problemleri var onuda nezere alaram
Bakı,Mercedes,C 200,2018,Sedan,Boz,1.5 L,185 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,53500 $,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Oturacaqların ventilyasiyası","KEY LESS GO. 
Light package interior. 
ECO start/stop function. 
Amg-Styling package. 
Ambient Lighting. 
DVD Player.
LED inteligent light system. 
AMG Multi-Spoke L-alloy Wheels. 
Command Online. 
DVD Player.
Wireless CHARGING FOR SMARTPHONES.
Two pipe exhaust system. 
DYNAMIC SELECT. 
Adaptive Brake Light. 
AMG package interior. 
AMG exterior package. 
Parking package. 
Blind spot assist. 
Parktronic. 
Automatic Panoramic Sliding SunRoof. 
7G-TRONIC PLUS. 
Cruise control. 
Sport Suspension. 
Tyre pressure control.
ANALOGUE CLOCK."
Şirvan,Mercedes,C 200,1995,Sedan,Qəhvəyi,2.0 L,136 a.g.,Benzin,500 000 km,Avtomat,Arxa,Xeyr,6600 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon",Maşin full salon bez problem otur sur xirda kasmetika isi tekerler teze padpres teze real alicilar naraxat elesinler
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $,Barter mümkündür,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası,Yan pərdələr,Oturacaqların ventilyasiyası"
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN,Kreditdədir,Barter mümkündür
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Kondisioner,Yan pərdələr",Mawinin hecbir problemi yoxdu almanyadan gelennen mendedi tecili satilir
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN,Barter mümkündür,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner"
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon","Mawin BAKIDADI. Tecili satilir yaxwi veziyetdedir mator karopka most ela veziyetdedir . Tek prablemi 
 vozduxamer iwlemir oda  ya pulundan cixaram yada alib qoyaram. bawqa prabelmi yoxdu otur sur mawindi real aliciya endirim olacaq. "
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $,"Yüngül lehimli disklər,ABS,Lyuk,Yağış sensoru,Mərkəzi qapanma,Park radarı,Kondisioner,Dəri salon,Ksenon lampalar,Arxa görüntü kamerası","Yeni gelib, Azerbaycanda surulmeyib, qetiyyen problemi yoxdu harda isteseniz yoxlatdira bilersiz,original probeq, chox ekanom masindi, qiymetde razilashmaq olar."
Bakı,Mercedes,C 220,1999,Sedan,Gümüşü,2.2 L,143 a.g.,Dizel,325 098 km,Avtomat,Arxa,Xeyr,12500 AZN,"Yüngül lehimli disklər,ABS,Mərkəzi qapanma,Park radarı,Kondisioner",yaxshi veziyetdedi. vasteci Emil
Bakı,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,266 000 km,Avtomat,Arxa,Xeyr,9000 AZN,Kreditdədir,"Yüngül lehimli disklər,ABS,Lyuk,Mərkəzi qapanma,Kondisioner,Oturacaqların isidilməsi,Dəri salon,Ksenon lampalar,Yan pərdələr"
Neftçala,Mercedes,C 220,1995,Sedan,Qızılı,2.2 L,146 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,9000 AZN,"Yüngül lehimli disklər,ABS,Yağış sensoru,Mərkəzi qapanma,Kondisioner","Ideal veziyyetdedir. Deyishen detali ve zerbesi olmayib, Tekerler teze deyishilib. "
